name,tags,website,namephno,add
Hillside Work Scholarship Connection,Nonprofit Organizations,www.hillside.com,"Ms. Mary  M. Gohl-Thompson, CMP - (315) 463-6261",704 Salt Springs Rd.
Home Builders & Remodelers of Central New York,"Associations, Construction Residential",www.hbrcny.com,Mr. Kerry  P. Quaglia - (315) 474-1939,3675 James St.
"Home HeadQuarters, Inc.",Nonprofit Organizations,www.homehq.org,Mr. Ben Lockwood - (315) 472-3820,538 Erie Blvd. W.
Housing Visions,Nonprofit Organizations,www.housingvisions.org,Mr. Ben Lockwood - (315) 472-3820,1201 E. Fayette St.
Housing Visions Construction Company,"Construction Residential, Nonprofit Organizations",www.housingvisions.org,Mr. Ben Lockwood - (315) 472-3820,1201 E. Fayette St.
Housing Visions Consultants,Nonprofit Organizations,www.housingvisions.org,Ms. Ruth Ragonese - (315) 471-0252,1201 E. Fayette St.
International Center of Syracuse,Nonprofit Organizations,www.icsyracuse.org,Ms. Mary Rhodes - (315) 457-7121,930 James St.
"ISM - Greater Syracuse, Inc.",Associations,www.ismsyr.org,Ms. Marci Erlebacher - (315) 445-2360,7839 Maltlage Dr.
Jewish Community Center of Syracuse,"Child Care, Health Clubs",www.jccsyr.org,Ms. Kitty Spinelli - (315) 701-4981,5655 Thompson Rd.
"Joseph's House for Women, Inc.",Nonprofit Organizations,www.jhfw.org,Dr. Robert Myers - (315) 797-6241,1101 Burnet Ave.
Kelberman Center,Non-Profit,www.kelbermancenter.org,Ms. Kris Kline - (315) 622-0286,100 Intrepid Ln.
KinderCare Learning Center,Child Care,www.kindercare.com,Mr. Carl  M. Coyle - (315) 425-1004,3787 Canvasback Dr.
"Liberty Resources, Inc.","Counseling Services, Health Care Services, Mental Health Services",www.liberty-resources.org,Mr. Tim Jachlewski - (315) 478-3131,1045 James St.
"Lions Club of NYS & Bermuda, Inc.",Social Service Organizatio...,www.littlelukes.com,Mr. Ed Alberts - (315) 701-1107,"200 Gateway Park Dr., Ste. 1"
Little Lukes Childcare Center,Child Care,www.macny.org,Mr. Randall  B. Wolken - (315) 474-4201,5820 Heritage Landing Dr.
MACNY - The Manufacturers Association,Associations,www.madisoncountyida.com,Mr. Kipp Hicks - (315) 697-9817,5788 Widewaters Pkwy.
Madison County Industrial Development Agency,Nonprofit Organizations,www.cny.wish.org,Ms. Diane Kuppermann - (315) 475-9474,3215 Seneca Tnpk.
Make-A-Wish Central New York,Nonprofit Organizations,www.mcmahonryan.org,Ms. Linda Cleary - (315) 701-2985,5005 Campuswood Dr.
McMahon Ryan Child Advocacy Center,Counseling Services,www.meals.org,Mr. Mason Kaufman - (315) 478-5948,601 E. Genesee St.
"Meals on Wheels of Syracuse New York, Inc.",Nonprofit Organizations,www.medtech.org,Mr. Winthrop H. Thurlow - (315) 423-7200,300 Burt St.
MedTech,Associations,www.multiplesclerosisresources.org,Ms. Jessa  D. Goss - (315) 438-4790,"235 Harrison St., Ste. 209"
"Multiple Sclerosis Resources of Central New York, Inc.",Nonprofit Organizations,www.mda.org,Mr. Tony Ortega - (315) 451-8269,PO Box 237
Muscular Dystrophy Association,Nonprofit Organizations,www.cnykidney.org,Ms. Nannette Carbone - (315) 476-0311,6315 Fly Rd. #102
"National Kidney Foundation of Central New York, Inc.",Nonprofit Organizations,www.nehda.org,Ms. Andrea B. Wandersee - (315) 425-1032,"731 James St., Ste. 408"
"NEHDA, Inc.",Nonprofit Organizations,www.ne-equip.com,Mr. Dave Close - (315) 457-0314,101 Gertrude St.
"Northeast Equipment Dealers Association, Inc.",Associations,www.onpointforcollege.org,Mr. Samuel D. Rowser - (315) 362-5003,128 Metropolitan Park Dr.
"On Point for College, Inc.",Nonprofit Organizations,www.oncms.org,Ms. Sandra Emmi - (315) 424-8118,488 W. Onondaga St.
Onondaga County Medical Society,Associations,www.onlib.org,Ms. Gail Cox - (315) 435-1900,"329 N. Salina St., Ste. 303"
Onondaga County Public Library Board,Libraries,www.reicny.org,Ms. Carlotta Brown - (315) 458-4636,447 S. Salina St.
Onondaga County Real Estate Investors Club,Associations,www.oflibrary.org,Ms. Susan Morgan - (315) 492-1727,PO Box 3877
Onondaga Free Library,Libraries,www.oswegocounty.org,Mr. L. Michael Treadwell - (315) 343-1545,4840 W. Seneca Tnpk.
"Operation Oswego County, Inc.","Economic Development Agenc..., Non-Profit",www.peace-caa.org,Mr. Joseph  E. O'Hara - (315) 470-3300,44 W. Bridge St.
"PEACE, Inc.",Nonprofit Organizations,www.preventionnetworkcny.org,Ms. Beth Hurny - (315) 471-1359,"217 S. Salina St., Ste. 200"
Prevention Network/OCAA,"Alcoholism Information..., Educational Organizations..., Human Services Organizatio...",https://rescuemissionalliance.org,Mr. Daniel Sieburg - (315) 472-6251,906 Spencer St.
Rescue Mission Alliance of Syracuse,Human Services Organizatio...,www.rmhcny.org,Ms. Beth Trunfio - (315) 476-1027,155 Gifford St.
Ronald McDonald House Charities of CNY,Nonprofit Organizations,www.skaneateles.com,Ms. Tara Lynn - (315) 685-0552,1100 E. Genesee St.
Skaneateles Area Chamber of Commerce Inc.,Associations,www.oswego.edu,Ms. Judy Tornebene - (315) 682-2895,22 Jordan St.
SonShine Child Care at Community Covenant Church,Child Care,www.syrabex.com,Ms. Chena Tucker - (315) 312-3599,107 Pleasant St.
SUNY Oswego Office of Business & Community Relations,Non-Profit,www.sasyr.org,Mr. Earl  R. Hall - (315) 437-9936,121 E. First St.
Syracuse Builders Exchange,Associations,www.samcenter.org,Ms. Linda Lopez - (315) 479-3636,6563 Ridings Rd.
The Salvation Army,Social Service Organizatio...,www.upstatefoundation.org,Ms. Mary Beth Frey - (315) 472-0650,677 S. Salina St.
The Samaritan Center,Nonprofit Organizations,www.tigrisshriners.com,Ms. Eileen Pezzi MPA - (315) 464-7853,215 N. State St.
The Upstate Foundation,Non-Profit,www.unitedway-cny.org,Mr. Ralph Haney Jr. - (315) 478-0277,750 E. Adams St.
Tigris Shriners,Charities,www.upstatemea.com,Ms. Nancy Kern Eaton - (315) 428-2211,1121 Milton Ave.
United Way of Central New York,Charities,www.vfcinc.org,(315) 470-1975,980 James St.
Upstate Minority Economic Alliance (UMEA),Associations,www.wboconnection.org,Ms. Rhonda O'Connor - (315) 218-0938,115 W. Fayette St.
Visions For Change,Nonprofit Organizations,www.ycny.org,Ms. Anna Hartwell - (315) 447-7937,1201 E. Fayette St.
"Women Business Opportunities Connection, Inc.",Associations,www.ywca-syracuse.org,Mr. Mike Brown - (315) 474-6851,"5701 E. Circle Dr., Ste. 306"
"YMCA of Greater Syracuse, Inc.",Social Service Organizatio...,Board of Directors,Ms. Fanny Villarreal - (315) 424-0040,340 Montgomery St.
