name,tags,website,namephno,add
Embassy Suites Syracuse,"Hotels & Motels, Banquets & Conference...",www.genevaonthelake.com,Ms. Karen Rogowski - (315) 446-3200,6646 Old Collamer Rd. S.
Genesee Grande Hotel,"Hotels & Motels, Banquets & Conference...",www.greekpeakmtnresort.com,Mr. Mahim Sharma - (315) 476-4212,1060 E. Genesee St.
Geneva On The Lake,Hotels & Motels,www.greekpeakmtnresort.com,Mr. William Schickel - (315) 789-7190,1001 Lochland Rd./Rt. 14
Greek Peak Mountain Resort & Hope Lake Lodge & Conference Center,"Hotels & Motels, Conference Centers",www.syracuseclay.hamptoninn.com,Mrs. Jessica L. Sloma - (844) 852-9312,2177 Clute Rd.
Greek Peak Mountain Resort's Adventure Center,Ski Resorts,www.syracusecarriercirclesuites.hamptoninn.com,Ms. Megan Mack Nicholson - (800) 955-2754,2177 Clute Rd.
Hampton Inn,Hotels & Motels,www.hamptoninn.com,Ms. Karen Puzzullo - (315) 622-3443,3948 State Rte. 31
Hampton Inn & Suites by Hilton,Hotels & Motels,www.hamptoncazenovia.hamptonbyhilton.com,Mr. Christopher Beattie - (315) 437-1060,6377 Court Street Rd.
Hampton Inn & Suites by Hilton Syracuse Dewitt,"Hotels & Motels, Banquets & Conference...",www.hiexpress.com/syracuseeast,Ms. Cristina Butler-Cruz - (315) 373-0333,3017 Erie Blvd. E.
Hampton Inn & Suites Cazenovia,Hotels & Motels,www.hiexpress.com/syracusenorth,Ms. Hayley Klein - (315) 655-7666,25 Lakers Ln.
Holiday Inn Express & Suites DeWitt - East Syracuse,Hotels & Motels,www.hiexpress.com/syrfairgrounds,Mr. Edward Buczek - (315) 373-0123,5908 Widewaters Pkwy.
Holiday Inn Express Cicero,Hotels & Motels,www.staysyracuse.com,Mr. Michael J. Folsom - (315) 288-5700,5860 Carmenica Dr.
Holiday Inn Express Syracuse/Fairgrounds,Hotels & Motels,www.home2oswego.home2suitesbyhilton.com,Ms. Christine Kuczynski - (315) 701-5000,6946 Winchell Rd.
Holiday Inn Syracuse/Liverpool ,Hotels & Motels,www.hotelskyler.com,Ms. Rachael Bliss - (315) 457-1122,441 Electronics Pkwy.
Home2 Suites by Hilton,Accommodations,www.jeffersonclintonhotel.com,Mr. Ian Wilson - (315) 343-2000,252 NY Rt. 104
Hotel Skyler,Hotels & Motels,www.madisontourism.com,Ms. Melissa Parsons - (315) 476-4212,601 S. Crouse Ave.
Jefferson Clinton Hotel,Hotels & Motels,www.marriottsyracusedowntown.com,Ms. Stephenie Pyle - (315) 425-0500,416 S. Clinton St.
"Madison County Tourism, Inc.",Tourism,www.midlakesnav.com,Mr. Scott Flaherty - (315) 684-7320,PO Box 1029
Marriott Syracuse Downtown,Hotels & Motels,www.packwoodhouse.com,Mr. Jon Mathews - (315) 474-2424,100 E. Onondaga St.
Mid-Lakes Navigation,"Cruises, Restaurants",www.theparkviewhotel.com,Ms. Sarah Wiles - (315) 685-8500,11 Jordan St.
Packwood House,Hotels & Motels,www.plancationapp.com,Ms. Julia Bergen - (315) 217-8100,14 W. Genesee St.
Parkview Hotel,Hotels & Motels,www.syrhotel.com/ramada,Ms. Melissa Parsons - (315) 476-4212,713 E. Genesee St
Plancation/Planit,"Information Technology, Tourism",www.marriott.com/syrri,Leroy Collins - (315) 254-4799,521 W. 1st St. S.
Ramada Carrier Circle - East Syracuse,Hotels & Motels,www.marriott.com/syrdr,Mr. Mark Goodfellow - (315) 437-2761,6555 Old Collamer Rd. S.
Residence Inn by Marriott,Hotels & Motels,www.sheratonsyracuse.com,Ms. Mildre Gonzalez - (315) 432-4488,6420 Yorktown Cir.
Residence Inn by Marriott Armory Square,Hotels & Motels,www.springhillsuitessyracuse.com,Ms. Julie Martin Barfield - (315) 422-4864,300 W. Fayette St.
Sheraton Syracuse University Hotel & Conference Center,"Hotels & Motels, Banquets & Conference..., Restaurants",www.staysyracuse.com,Mr. David Heymann - (315) 475-3000,801 University Ave.
SpringHill Suites by Marriott,Hotels & Motels,www.sundhm.com,Ms. Judy Herzig - (315) 437-0056,6580 Weighlock Dr.
Staybridge Suites,Hotels & Motels,www.super8.com,Ms. Michelle Caughill - (315) 457-1900,439 Electronics Pkwy.
SUNdhm,Hotels & Motels,www.tailwaterlodge.com,Mr. Kayur Patel - (315) 752-0155,5875 Carmenica Dr.
Super 8 Hotel Syracuse Rt. 57 Liverpool,Hotels & Motels,www.thegouldhotel.com,Ms. Deena Patel - (315) 451-8550,7360 Oswego Rd.
Tailwater Lodge,"Hotels & Motels, Banquets & Conference...",www.oncenter.org,Ms. Chris Tucciarone - (855) 895-6343,52 Pulaski St.
The Gould Hotel,Hotels & Motels,www.theredmillinn.com,Ms. Lori Malfitana - (315) 712-4000,108 Fall St.
The Oncenter,"Convention Centers, Theaters Professional, Sporting Events",www.skitog.com,Mr. Matt Hollander - (315) 435-8000,800 S. State St.
The Red Mill Inn,Hotels & Motels,www.mariott.com/syrtc,Mr. Jimmy Wulforst - (315) 635-4871,4 Syracuse St.
Toggenburg Mountain Winter Sports Center,Ski Resorts,www.Syracusecamillus.Trubyhilton.Com,Ms. Jessie Novak - (315) 683-5842,PO Box 162
Towneplace Suites Syracuse Liverpool,Hotels & Motels,www.turningstone.com,Mr. Ralph DeMarzo - (315) 715-3636,8505 Pepperidge Way
Tru by Hilton Syracuse-Camillus,Hotels & Motels,www.vernondowns.com,Mrs. Michelle Quintana - (315) 314-8676,116 Township Blvd.
Turning Stone Resort Casino LLC,"Hotels & Motels, Conference Services &...",www.widewaters.com,Mr. Joseph Cavano - (800) 771-7711,Oneida Nation Enterprises
Vernon Downs Casino and Hotel,"Hotels & Motels, Entertainment",www.travelleaders.com/east-syracuse,Mr. Arthur Wood - (315) 829-3400,4229 Stuhlman Rd.
"Widewaters Group, Inc.","Hotels & Motels, Real Estate Development..., Construction Management",Board of Directors,Mr. Joseph  R. Scuderi - (315) 445-2424,5786 Widewaters Pkwy.
Wilcox Travel Leaders,Travel Agencies,Staff Directory,Ms. Maria A. Monteleone - (315) 445-2266,5740 Commons Park
