name,tags,website,namephno,add
Endospace Corp.,Manufacturers,www.fivestarequipment.com,Mr. Howard Loonan - (732) 271-8700,16 Independence Dr.
Farm to Flame Energy Inc.,Manufacturers,www.gaylord.com,Mr. William McKnight - (315) 882-5914,The Tech Garden
"Feldmeier Equipment, Inc.",Manufacturers,www.hanford.com,Mr. Colby Clark - (315) 454-8608,6715 Brooklawn Pkwy.
"Felix Schoeller North America, Inc.",Paper Converters,www.thehaunedge.com,Mr. Michael Szidat - (315) 298-5133,179 County Rt. 2A
"Five Star Equipment, Inc.","Office Equipment, Construction Equipment...",www.hillrom.com,Mr. Timothy Hunt - (315) 452-4560,6500 E. Taft Rd.
"Gaylord Bros., Inc.",Library Supplies,www.honeywell.com,Mr. Keith George - (315) 457-5070,7282 William Barry Blvd.
GC Hanford Mfg. Company,Manufacturers & Distri...,www.huhtamaki.com,Mr. George W. Hanford - (315) 476-7418,PO Box 1017
"Haun Welding Supply, Inc.",Welding Equipment & Su...,www.huhtamaki.com,Mr. Mark Haun - (315) 463-5241,5921 Court Street Rd.
Hillrom,Manufacturers,www.icmcontrols.com,Mr. Andreas Frank - (800) 535-6663,4341 State St. Rd.
Honeywell International,Manufacturers,www.indium.com,Mr. John  P. McAuliffe - (315) 552-9700,"301 Plainfield Rd., Ste. 330"
Huhtamaki,Manufacturing,www.inficon.com,Mr. Mark Southwick - (315) 593-5311,100 State St.
"Huhtamaki, Inc.","Packaging Supplies, Manufacturers",www.infitec.com,Mr. Mark P. Southwick - (315) 593-5390,100 State St.
ICM Controls Corp.,Heating Ventilating &...,www.jadaktech.com,Mr. Andrew Kadah - (800) 365-5525,7313 William Barry Blvd.
Indium Corporation,Manufacturers,www.jaquith.com,Mr. Greg Evans - (315) 853-4900,34 Robinson Rd.
"INFICON, Inc.",Manufacturers,www.jemcowatertreatment.com,Ms. Naomi Kissel-Johns - (315) 434-1100,Two Technology Place
"INFITEC, INC.","Electronic Manufacturers, Engineering Design & M...",www.johnsonbrotherslumber.com,"Mr. George  W. Ehegartner, Jr. - (315) 433-1150",6500 Badgley Rd.
JADAK LLC,"Engineering Design & M..., Industrial Equipment &..., Medical Equipment & Su...",www.jpwcompanies.com,Ms. Janie Goddard - (315) 701-0678,7279 William Barry Blvd.
"Jaquith Industries, Inc.",Metal Fabrication,www.knowles.com,Mr. D. Scott Jaquith - (315) 478-5700,600 E. Brighton Ave.
"Jemco Water Treatment Services, Inc.",Heating Ventilating &...,www.stickley.com,Mr. Jim Markham - (315) 635-4630,7035 Van Buren Rd.
Johnson Brothers Lumber Co.,Lumber,www.legrand.us,Mr. Michael P. Johnson - (315) 655-8824,2550 E. Ballina Rd.
JPW Companies,"Cranes Rental & Leasin..., Steel Fabricators",www.leroi.com,Mr. Dave Schwalm - (315) 432-1111,6376 Thompson Rd.
Knowles Precision Devices,Electronic Manufacturers,www.liftech.com,Mr. Christopher Dugan - (315) 655-8710,2777 Rt. 20 E.
"L. & J.G. Stickley, Inc.",Home Furnishing Manufactur...,www.lockheedmartin.com,Ms. Aminy Audi - (315) 682-5500,Stickley Dr.
Legrand-Pass & Seymour,Manufacturers & Distri...,http://us.marquardt.com,Mrs. Jamie Cichowski - (315) 468-8364,50 Boyd Ave.
"LeRoi, Inc.",Manufacturers,www.mclaneco.com,Mr. Terry LeRoi - (315) 402-2136,21 S. 2nd St.
Liftech Equipment Companies,Material Handling Equipmen...,www.morsedrum.com,Mr. Joseph Verzino - (315) 463-7333,6847 Ellicott Dr.
Lockheed Martin MST,Engineering Design & M...,www.msunlim.com,Mr. Robert Smith - (315) 456-2153,497 Electronics Pkwy.
Mack Brothers Boiler & Sheet Iron Works,Boilers,www.mullenindustrial.com,Mr. Richard Mir - (315) 475-1123,409 Marcellus St.
"Marquardt Switches, Inc.",Manufacturers,www.murphynolan.com,Mr. Kirk Wardell - (315) 655-8050,2711 Rte. 20 E.
McLane Northeast,Wholesalers/Distributors,www.nasiff.com,Mr. Christopher Spera - (315) 638-7500,2828 McLane Dr.
"Morse Manufacturing Co., Inc.",Material Handling Equipmen...,www.noco.com,Mr. Nathan R. Andrews - (315) 437-8475,103 Kuhn Rd.
"MS Unlimited, Inc.",Toilets-Portable,www.novelis.com,Ms. Mary Beth Sbaraglia - (315) 437-1291,PO Box 577
Mullen Industrial Handling Corp.,Material Handling Equipmen...,www.nucor.com,Ms. Kathy Fay - (315) 437-3386,6245 Fly Rd.
"Murphy and Nolan, Inc.",Wholesalers/Distributors,www.oneida-air.com,Mr. John J. Murphy IV - (315) 474-8203,PO Box 6689
"Nasiff Associates, Inc.",Manufacturers,www.paperworksindustries.com,Dr. Roger E. Nasiff - (315) 676-2346,PO Box 88
NOCO Energy Corp.,"Energy Marketing, Oils Fuel, Oils Lubricating, Natural Gas & Electric...",www.pelcocaz.com,Mr. Jim Lee - (315) 481-3596,4513 Wilderness Way
Novelis Inc.,"Aluminum Distributors, Manufacturing",www.pioneerwhs.com,Mr. Kevin Shutt - (315) 349-0121,448 County Rt. 1A
"Nucor Steel Auburn, Inc.",Steel Manufacturers,www.potter-perrone.com,Mr. Jason Curtis - (315) 253-4561,25 Quarry Rd.
"Oneida Air Systems, Inc.",Industrial Equipment &...,www.go-precision.com,Mr. Jeffrey M. Hill - (315) 476-5151,1001 W. Fayette St.
PaperWorks Industries,Manufacturers,www.rwearl.com,Ms. Gail Jewell - (315) 638-4355,2900 McLane Rd.
Pelco Component Technologies,Electronic Manufacturers,www.rapidcuretechnologies.com,"Mr. Peter M. Kip, Jr. - (315) 655-8476",2747 Rt. 20 E.
"Pioneer Warehousing and Distribution, LLC",Warehouses Distribution,www.raulliandsons.com,Ms. Lisa Conway - (315) 451-3101,7640 Edgecomb Dr.
Potter Heating & AC/Perrone Plumbing - NYS - WBE & Federal - 8A,Plumbing & Heating Ser...,www.roth-america.com,Ms. Suzanne Kondra-DeFuria - (315) 472-3557,4004 New Court Ave.
"Precision Systems MFG., Inc.",Manufacturers,www.sspmfg.com,Mr. Ted Jeske - (315) 451-3480,4855 Executive Dr.
Ralph W. Earl Company,"Hydraulic Equipment &..., Pneumatic Equipment Compon..., Electrical Equipment &...",www.saabusa.com,Mr. William Gerbig - (315) 454-4431,5930 E. Molloy Rd.
"Rapid Cure Technologies, Inc.",Chemicals Manufacturers/Di...,www.saabsensis.com,Mr. Tim Shaughnessy - (315) 399-8055,7030 Fly Rd.
"Raulli & Sons, Inc.",Iron Works,www.siemens.com,Mr. Rich Raulli - (315) 479-6693,213 Teall Ave.
"Ron Bush Oil, Inc.",Oils Fuel,www.superiorplusenergy.com,Mr. Brad Bush - (315) 677-9746,6046 Cherry Valley Rd.
Roth North America,Manufacturers,www.syracusescenery.com,Mr. Joe Brown - (315) 579-3319,PO Box 245
S.S.P. Manufacturing (Selflock Screw Products),"Machine Shops, Manufacturers",www.tactair.com,Mr. Daniel  H. Kuhns - (315) 541-4464,461 E. Brighton Ave.
Saab Defense and Security USA LLC,Engineering Design & M...,www.tdo.org,Mr. Erik Smith - (315) 445-5009,5717 Enterprise Pkwy.
Saab Sensis Corporation,Engineering Design & M...,www.tessy.com,Mr. Mike Gerry - (315) 445-0550,85 Collamer Crossing
Siemens Industry Inc.,"Control Systems & Regu..., Energy Services",www.eraser.com,Mr. Dan Mathewson - (315) 437-2726,"6075 E. Molloy Rd., Ste. 4"
Superior Plus Energy,"Oils Fuel, Propane Gas Equipment...",www.thompsonandjohnson.com,Ms. Laura Zucco - (315) 474-7531,7124 State Fair Blvd.
"Syracuse Scenery & Stage Lighting Co., Inc.",Manufacturers,www.thruwayautoglass.com,Ms. Christine Kaiser - (315) 453-8096,101 Monarch Dr.
Tactair Fluid Controls,Manufacturers,www.thyssenkruppelevator.com,Mr. Michael Yates - (315) 451-3928,4806 W. Taft Rd.
TDO – TRAIN.DEVELOP.OPTIMIZE (formerly CNY Technology Dev Org),"Technology Development Con..., Business Consultants, Manufacturers Consultants, Management Consultants/Ser...",www.townmechanical.com,Ms. Clara Scherfner - (315) 425-5144,"445 Electronics Pkwy., Ste. 102"
Tessy Plastics Corporation,Manufacturers,www.triconpiping.com,Mr. Roland Beck - (315) 689-3924,488 Rt. 5 W.
"The Eraser Company, Inc.",Manufacturers,www.tronserinc.com,Mr. Marcus BeVard - (315) 454-3237,PO Box 4961
"Thompson & Johnson Equipment Co., Inc.","Material Handling Equipmen..., Construction Equipment..., Forklifts, Rental Services",www.typac.com,Mr. David  K. Schneckenburger - (315) 437-2881,6926 Fly Rd.
Thruway Auto Glass Distributors,Glass Auto Plate Window,www.unimar.com,Mr. Timothy Taylor - (315) 446-4881,2814 Erie Blvd. E.
thyssenkrupp Elevator,Elevator Sales & Servi...,www.universalmw.com,Mr. Matthew Reichin - (860) 929-6004,6067 Corporate Dr.
"Town Mechanical, Inc.",Plumbing & Heating Ser...,www.vertex-ny.com,Mr. Todd Town - (315) 635-5515,7786 Vicki Ln.
"Tricon Piping Systems, Inc.",Pipe,www.vistexcomposites.com,Mr. Hugh Roszel - (315) 697-8787,PO Box 361
"Tronser, Inc.","Machine Shops, Electronic Manufacturers",www.volpiusa.com,Mr. Mike Beckett - (315) 655-9528,3066 John Trush Boulevard
"TyPac, Inc.","Mailing Machines & Equ..., Packaging Supplies, Strapping & Strapping...",www.wjwltd.com,Mr. Randy Jaeck - (315) 638-9431,7858 River Rd.
"Unimar, Inc.",Engineering Design & M...,www.westrock.com,Mr. Michael Marley - (315) 699-4400,3195 Vickery Rd.
"Universal Metal Works, LLC","Manufacturers, Metal Fabrication",www.westrock.com,Mr. John F. Sharkey IV - (315) 598-7607,159 Hubbard St.
Vertex Solutions,"Lighting Systems & Equ..., Electrical Equipment &...",www.wilcoxusa.com,Mr. Bill Snow - (315) 437-6711,PO Box 425
Vistex Composites LLC,Manufacturers,www.woodcockandarmani.com,Mr. Casey Hoffman - (610) 737-8571,"11 Opus Blvd., Ste. B"
Volpi ,"Engineering Design & M..., Medical Equipment & Su...",www.xtoinc.com,Mr. Max Kunz - (315) 255-1737,5 Commerce Way
"W.J.W. Associates, Ltd.",Warehouses Distribution,www.yf.com,Mr. David DeBoover - (315) 432-9282,PO Box 156
"WestRock, Camillus NY Box Plant",Boxes,Board of Directors,Mr. David Rae - (315) 487-6111,100 Southern Dr.
"WestRock, Solvay Mill",Paper Manufacturers,Staff Directory,Mr. Peter Tantalo - (315) 703-9344,53 Industrial Dr.
Wilcox Paper Company,"Janitorial Supplies, Packaging Supplies",Partners & Programs,Mr. David Sparks - (315) 437-1496,5916 Court Street Rd.
Wood-Mizer Northeast,"Manufacturers & Distri..., Farm Equipment & Suppl...",Careers,Mr. Jack Beckwith - (315) 564-5722,8604 State Rt. 104
Woodcock & Armani,"Heating Ventilating &..., Air Conditioning Contracto..., Plumbing Contractors",Contact,Mr. Jerry  C. Koenig - (315) 475-0392,6500 New Venture Gear Dr.
XTO Incorporated,Gaskets & Seals,Business & Economic Development,Mr. Keith Krieger - (315) 451-7807,110 Wrentham Dr.
Young & Franklin Inc.,Manufacturers,Innovation & Entrepreneurship,Ms. Mary G. Tucker - (315) 457-3110,942 Old Liverpool Rd.
