name,tags,website,namephno,add
Cathy's Cookie Kitchen,Bakeries,www.chick-fil-a.com/Locations/NY/Cicero,Ms. Cathy Pemberton - (315) 263-9363,266 W. Jefferson St.
Chick-fil-A Cicero,Restaurants,www.citronellecny.com,Mr. Jimmer Szatkowski - (315) 288-5202,7916 Brewerton Rd.
Citronelle,Restaurants,www.cnyrma.com,Ms. Ploy Chapman - (315) 445-9999,113 Walton St.
CNY Regional Market Authority,Produce,www.colemansirishpub.com,Mr. Benjamin Vitale - (315) 422-8647,2100 Park St.
Coleman's Authentic Irish Pub,Restaurants,www.corsoscookies.com,Mr. Dennis Coleman - (315) 476-1933,100 S. Lowell Ave
Corso's Cookies/The Decorated Cookie Company,Bakeries,www.daveandbusters.com,Mr. Peter  M. Hess - (315) 487-2111,314 Lakeside Rd.
Dave and Buster's,Restaurants,www.dinobbq.com,Mr. Matt Murrin - (315) 401-3700,Destiny USA
Dinosaur Bar-B-Que/A Genuine Honky Tonk Rib Joint,"Catering, Restaurants",www.dvcuse.com,Ms. Chelsea Jones - (315) 476-4937,246 W. Willow St.
Dolce Vita,"Restaurants, Catering",www.eaglebev.com,Ms. Antonietta Vigliotti - (315) 475-4700,907 E. Genesee St.
Eagle Beverage Company,Beverage Distributors,www.senecastreetbrewpub.com,"Mr. Dan Dorsey, Jr. - (315) 343-5221",PO Box 1035
Erie Canal & Seneca Street Breweries,"Restaurants, Breweries, Beverage Distributors",www.francospizzeriaanddeli.com,Mr. Robert Menikheim - (315) 729-7304,315 E. Seneca St.
Franco's Pizzeria & Deli,Catering,www.gcfoods.com,Ms. Antonietta Vigliotti - (315) 475-1100,901 E. Genesee St.
"G & C Food Distributors and Brokers, Inc.",Food Distribution Service,www.gannonsicecream.com,Mr. Richard Chapman - (315) 422-3191,PO Box 19000
Gannon's Ice Cream Inc.,Ice Cream,www.gasparinisales.com,Ms. Eileen Gannon - (315) 469-8647,1525 Valley Dr.
"Gasparini Sales, Inc.",Food Brokers,www.gerharzequipment.com,Ms. Susan Metz - (315) 471-1438,917 Granger Rd.
"Gerharz Restaurant Equipment, Inc.",Restaurant Equipment &...,www.giovannifoods.com,Mr. Scott Gerharz - (800) 773-1844,6146 E. Molloy Rd.
"Giovanni Food Co., Inc.",Food Products Manufacturer...,www.glazedsyr.com,Mr. Louis DeMent - (315) 457-2373,8800 Sixty Rd.
Glazed & Confused Syracuse,Bakeries,www.greenhills.com,Mr. Paul Valenti - (315) 214-5544,211 N. Clinton St.
Green Hills Farms,Grocers,www.harrisonbakerysyracuse.com,Mr. Bud Kennedy - (315) 492-1707,5933 S. Salina St.
"Harrison Bakery, Inc.",Bakeries,www.heidsofliverpool.com,Mr. Michael Rothfeld - (315) 422-1468,1306 W. Genesee St.
Heid's of Liverpool,Restaurants,www.margaritavillesyracuse.com,Mr. Patrick Winslow - (315) 453-9544,305 Oswego St.
Jimmy Buffet's Margaritaville,Restaurants,www.kittyhoynes.com,Mr. Todd Garbutt - (315) 401-4222,9090 Destiny USA Dr.
Kitty Hoynes Irish Pub and Restaurant,Restaurants,www.lacistapasbar.com,Mr. David Hoyne - (315) 424-1974,301 W. Fayette St.
Laci's Tapas Bar,Restaurants,www.lemongrasscny.com,Ms. Kristin Hagerty - (315) 218-5903,304 Hawley Ave.
Lemon Grass & Bistro Eléphant,Restaurants,www.cpsyracuse.com,Ms. Ploy Chapman - (315) 475-1111,238 W. Jefferson St.
Library Lounge,Taverns,www.liehsandsteigerwald.com,Mr. Mike Cotanch - (315) 703-1900,701 E. Genesee St.
Liehs & Steigerwald,"Restaurants, Specialty Foods, Catering",www.liehsandsteigerwald.com,Mr. Jeff Steigerwald - (315) 474-2171,1857 Grant Blvd.
Liehs & Steigerwald Downtown,"Restaurants, Specialty Foods, Catering",www.maxwellssyracuse.com,Mr. Jeff Steigerwald - (315) 299-4799,117 E. Fayette St.
Maxwell's,Taverns,www.mesagrandetaqueria.com,Mr. Peter Ancona - (315) 299-6633,122 E. Genesee St.
"Mesa Grande Taqueria, LLC",Restaurants,www.midlakesnav.com,Mr. Jim Daddabbo - (315) 252-6252,"190 Township Blvd., Ste. 40"
Mid-Lakes Navigation,"Cruises, Restaurants",www.themissionrestaurant.com,Ms. Sarah Wiles - (315) 685-8500,11 Jordan St.
Mission Restaurant,"Restaurants, Catering",www.newhopemills.com,Mr. Steve Morrison - (315) 475-7344,Columbus Circle
New Hope Mills Mfg.,Food Products Manufacturer...,www.paneracatering.com,Mr. Douglas Weed - (315) 252-2676,181 York St.
Oswego Wine & Liquor,Food and/or Beverage Store...,www.pastabilities.com,Mr. Jeff Bame - (315) 343-9501,"140 State Rt. 104, Ste. 11"
Panera Bread,Catering,www.pastabilities.com,Mr. Charlie Roff - (315) 446-3841,"3409 Erie Blvd. E., Ste. 155"
Pasta's Daily Bread,"Delicatessens, Bakeries",www.mypeppinos.com,Ms. Karyn Korteling - (315) 701-0224,308 S. Franklin St.
Pastabilities,"Restaurants, Bakeries",www.mypeppinos.com,Ms. Karyn Korteling - (315) 474-1153,311 S. Franklin St.
Peppino's Restaurant & Catering Company,"Catering, Restaurants",www.pressroompub.com,Mr. John Vigliotti - (315) 422-2395,1849 Grant Blvd.
Peppino's Restaurant & Catering Company,"Catering, Restaurants",www.sheratonsyracuse.com,Mr. Steve Atkinson - (315) 422-8811,409 S. Clinton St.
PressRoom Pub,Restaurants,www.raillinesyr.com,Mr. Tom Hornstein - (315) 569-4345,220 Herald Pl.
Rachel's Restaurant,Restaurants,www.cpsyracuse.com,Mr. Richard  F. Duda - (315) 475-3000,801 University Ave.
Rail Line,"Banquets & Conference..., Restaurants",www.reisandirvys.com,Mr. Robert Podfigurny - (315) 396-0473,"327 W. Fayette St., Ste. 412"
Redfield's,Restaurants,www.russoproducecompany.com,Mr. Dan Bunnell - (315) 703-1900,701 E. Genesee St.
Reis & Irvy's FroYo Robots,Ice Cream,www.saltcitycoffee.com,Mr. Chris Niles - (315) 335-5316,"Destiny USA, Canyon Section"
"Russo Produce Co., Inc.",Produce,www.sheratonsyracuse.com,Ms. Paula Russo Prindle - (315) 472-4791,2100 Park St.
Salt City Coffee,Coffee Houses,www.sheratonsyracuse.com,Mr. Aaron Metthe - (315) 888-1138,509 W. Onondaga St.
Sheraton Syracuse University Hotel & Conference Center,"Hotels & Motels, Banquets & Conference..., Restaurants",www.southernglazers.com,Mr. David Heymann - (315) 475-3000,801 University Ave.
Sitrus on the Hill,Restaurants,www.stoopbakerycafe.com,Mr. Paul Eno - (315) 475-3000,801 University Ave.
SM Importing Inc. dba Thanos Import Market,Specialty Foods,www.stormingcrabs.com,Ms. Soula Carni - (315) 422-4085,105 Green St.
Southern Glazer's Wine and Spirits,Beverage Distributors,www.syracuse.coop,Mr. Lester Eber - (315) 428-2100,3063 Court St.
Stoop Bakery Cafe,"Bakeries, Catering",www.hrgweb.com,Mr. Eric  M. Alderman - (315) 257-7000,311 W. Fayette St.
Storming Crab,Restaurants,www.theevergreen.co,Ms. Anna Tang - (315) 445-5686,2841 Erie Blvd. E.
Sunshine Grille,Restaurants,www.thehopsspot.com,Mr. John Peters - (315) 698-5402,228 Sunrise Cir.
Syracuse Cooperative Market,Grocers,www.theicecreamstand.com,Mr. Jeremy DeChario - (315) 472-1385,618 Kensington Rd.
Taco Bell/District Offices,Restaurants,www.inn-between.com,Mr. Steve Pinkerton - (315) 451-1957,"290 Elwood Davis Rd., Ste. 320"
The Evergreen,"Restaurants, Catering",www.sheratonsyracuse.com,Mr. Chris Spencer - (315) 870-3500,125 E. Water St.
The Hops Spot,Restaurants,www.stoopkitchen.com,Mr. Matthew Bartelson - (315) 646-2337,116 Walton St.
The Ice Cream Stand,Ice Cream,www.topsmarkets.com,Ms. Amanda Hughes - (315) 458-4848,200 W. Water St.
The Inn Between Restaurant,Restaurants,www.topsmarkets.com,Mr. Christopher Cesta - (315) 672-3166,2290 W. Genesee Tnpk.
The Link@Sheraton Cafe,Restaurants,www.topsmarkets.com,Mr. Paul Eno - (315) 475-3000,801 University Ave.
The Stoop Kitchen,"Restaurants, Catering",www.topsmarkets.com,Mr. Eric  M. Alderman - (315) 257-7000,311 W. Fayette St.
TOPS Friendly Markets,Grocers,www.topsmarkets.com,Store Manager - (315) 458-0032,3803 Brewerton Rd.
TOPS Friendly Markets,Grocers,www.topsmarkets.com,Store Manager - (315) 470-0980,700 1st North St.
TOPS Friendly Markets,Grocers,www.topsmarkets.com,Store Manager - (315) 437-5201,181 Shop City Plaza
TOPS Friendly Markets,Grocers,www.topsmarkets.com,Store Manager - (315) 488-2989,2120 W. Genesee St.
TOPS Friendly Markets,Grocers,www.topsmarkets.com,Store Manager - (315) 487-0787,5335 W. Genesee St.
TOPS Friendly Markets,Grocers,www.topsmarkets.com,Store Manager - (315) 446-1652,620 Nottingham Rd.
TOPS Friendly Markets,Grocers,www.topsmarkets.com,Store Manager - (315) 446-6421,4410 E. Genesee St.
TOPS Friendly Markets,Grocers,www.topsmarkets.com,Store Manager - (315) 635-3536,2265 Downer St.
TOPS Friendly Markets,Grocers,www.topsmarkets.com,Store Manager - (315) 652-4934,8417 Oswego Rd.
TOPS Friendly Markets,Grocers,www.topsmarkets.com,Store Manager - (315) 637-8039,5351 N. Burdick St.
TOPS Friendly Markets,Grocers,www.topsmarkets.com,Store Manager - (315) 682-7261,119 W. Seneca St.
TOPS Friendly Markets,Grocers,www.topsmarkets.com,Store Manager - (315) 687-9224,800 W. Genesee St.
TOPS Friendly Markets,Grocers,www.topsmarkets.com,Store Manager - (315) 689-3781,227 E. Main St.
TOPS Friendly Markets,Grocers,www.topsmarkets.com,Store Manager - (315) 689-9491,9 Mechanic St.
TOPS Friendly Markets,Grocers,www.topsmarkets.com,Store Manager - (315) 592-4253,909 W. 1st St. S.
TOPS Friendly Markets,Grocers,www.topsmarkets.com,Store Manager - (315) 685-7424,40 Fennell St.
TOPS Friendly Markets,Grocers,www.topsmarkets.com,Store Manager - (315) 697-2700,Rt. 5 & Oxbow Rd.
TOPS Friendly Markets,Grocers,www.topsmarkets.com,Store Manager - (315) 655-4565,71 Nelson St.
TOPS Friendly Markets ,Grocers,www.topsmarkets.com,Store Manager - (315) 963-7053,3385 Main St.
TOPS Friendly Markets,Grocers,www.topsmarkets.com,Store Manager - (315) 245-4745,9554 Harden Blvd.
TOPS Friendly Markets,Grocers,www.topsmarkets.com,Store Manager - (315) 252-7995,352 W. Genesee St.
TOPS Friendly Markets,Grocers,www.topsmarkets.com,Store Manager - (315) 298-1081,3830 Rome Rd.
TOPS Friendly Markets,Grocers,www.topsmarkets.com,Store Manager - (315) 361-1689,87 E. State St.
TOPS Friendly Markets,Grocers,www.topsmarkets.com,Store Manager - (315) 387-5212,6103 N. Main St.
TOPS Friendly Markets,Grocers,www.topsmarkets.com,Store Manager - (315) 334-5300,217 Erie Blvd. W.
TOPS Friendly Markets,Grocers,www.topsmarkets.com,Store Manager - (607) 250-2500,3932 State Rt. 281
TOPS Friendly Markets,Grocers,www.topsmarkets.com,Store Manager - (315) 232-2222,10916 US Rt. 11
TOPS Friendly Markets,Grocers,www.topsmarkets.com,Store Manager - (607) 336-4244,54 E. Main St.
TOPS Friendly Markets,Grocers,www.topsmarkets.com,Store Manager - (315) 942-3000,261 Utica Blvd.
TOPS Friendly Markets,Grocers,www.traditionsatthelinks.com,Store Manager - (315) 376-6311,Lowville Plaza
TOPS Friendly Markets,Grocers,www.pizzarestaurantsyracuse.com,Store Manager - (315) 779-0144,1330 Washington St.
TOPS Friendly Markets,Grocers,www.vincesgourmet.com,Store Manager - (315) 788-7330,22050 Seaway Shopping Center
"TOPS Markets, LLC",Grocers,www.vinoman.biz,Mr. Frank Curci - (716) 635-5000,PO Box 1027
Traditions at the Links LLC,Restaurants,www.wegmans.com,Mr. Gregory Kraus - (315) 656-5298,5900 N. Burdick St.
Twin Trees Restaurant (Original),Restaurants,www.wegmans.com,Mr. Don Ross - (315) 468-0622,1100 Avery Ave.
Vince's Gourmet Imports,Catering,www.wegmans.com,Mr. Sam Mondello - (315) 452-1000,440 S. Main St.
Vinomania,Wines & Liquors,www.wegmans.com,Mr. Gary Decker - (315) 422-8466,"Nettleton Commons, Pearl Street"
Water Street Bagel Co.,"Restaurants, Bakeries",www.wegmans.com,Ms. Meg Dellas - (315) 805-6925,239 E. Water St.
Wegmans Food and Pharmacy,"Grocers, Pharmacies",www.wegmans.com,Store Number - (315) 701-3200,4979 W. Taft Rd.
Wegmans Food and Pharmacy,"Grocers, Pharmacies",www.wegmans.com,Ms. Evelyn Ingram - (315) 546-1100,7519 Oswego Rd.
Wegmans Food and Pharmacy,"Grocers, Pharmacies",www.wegmans.com,Store Number - (315) 546-1200,7519 Oswego Rd.
Wegmans Food and Pharmacy,"Grocers, Pharmacies",www.wegmans.com,Store Number - (315) 698-6700,7952 Rt. 11
Wegmans Food and Pharmacy,"Grocers, Pharmacies",Board of Directors,Store Number - (315) 622-4632,3995 Rt. 31
Wegmans Food and Pharmacy,"Grocers, Pharmacies",Staff Directory,Store Number - (315) 437-1534,4256 James St.
Wegmans Food and Pharmacy,"Grocers, Pharmacies",Partners & Programs,Store Number - (315) 487-1581,3325 W. Genesee St.
Wegmans Food and Pharmacy,"Grocers, Pharmacies",Careers,Store Number - (315) 478-3313,4722 Onondaga Blvd.
Wegmans Food and Pharmacy,"Grocers, Pharmacies",Contact,Store Number - (315) 446-1180,6789 E. Genesee St.
