name,tags,website,namephno,add
SUNY Delhi@Onondaga Community College,Schools,www.delhi.edu,Mr. Stephen Calabrese - (315) 498-2824,"Regional Higher Ed Center, Ste. 225"
SUNY Oswego,Schools,www.oswego.edu,Ms. Deborah  F. Stanley - (315) 207-1070 ,7060 St. Rt. 104
SUNY Oswego Metro Center,"Schools, Training Programs & Co...",www.oswego.edu/metro,Dr. Kimberly Armani - (315) 399-4100,"The Atrium Building, Ste. 115"
SUNY Syracuse Educational Opportunity Center,Schools,www.syracuseeoc.com,Mr. Timothy Penix - (315) 472-0130,100 New St.
SUNY Upstate Medical University,"Hospitals, Schools Medical",www.upstate.edu,"Dr. Danielle Laraque-Arena, MD - (315) 464-4513","750 E. Adams St., Room 208"
Syracuse Center of Excellence,Educational Organizations...,http://syracusecoe.syr.edu,Dr. Edward Bogucz - (315) 443-4445,727 E. Washington St.
Syracuse City School District,Schools,www.syracuecityschools.com,Mr. Jaime Alicea - (315) 435-4161,725 Harrison St.
Syracuse Regional Airport Authority,"Government Agencies, Airports",www.flysyracuse.com,"Mr. H. Jason Terreri IAP, A.A.E. - (315) 454-3263",1000 Colonel Eileen Collins Blvd.
Syracuse University,Schools,www.syr.edu,Chancellor Kent Syverud - (315) 443-2235,Ste. 600 Crouse-Hinds Hall
"The McKenzie Institute, USA",Educational Organizations...,www.mckenzieinstituteusa.org,Ms. Stacey  A. Lyon - (315) 471-7612,"432 N. Franklin St., Ste. 40"
University College of Syracuse University,Schools,www.parttime.syr.edu,Ms. Bea Gonzalez - (315) 443-3259,700 University Ave.
US Small Business Administration,Government Agencies,www.sba.gov,Mr. Bernard Paprocki - (315) 471-9393,"224 Harrison St., Ste. 506"
Village of Solvay,Government Agencies,www.villageofsolvay.com,Mayor Derek Baichi - (315) 468-1670,1100 Woods Rd.
WCNY-TV/Classic FM,"Television Stations, Video Production Services, Educational Services",www.wcny.org,Mr. Mitch Gelman - (315) 453-2424,415 W. Fayette St.
Wells College,Schools,www.wells.edu,Dr. Jonathan C. Gibralter - (315) 364-3265,170 Main St.
Whitman School of Management,Schools,www.syr.edu/whitman,Mr. Peter Koveos - (315) 443-1386,721 University Ave.
