name,tags,website,namephno,add
Family Care Medical Group,Physicians & Surgeons,www.hearingconsultantscny.com,"Ms. Kelly Montagna, RN - (315) 592-3500",436 Hinsdale Rd.
Fulton Medical Center,Urgent Care,www.helio.health,Ms. Martha Stevener - (315) 452-3235,510 S. Fourth St.
Gastroenterology & Hepatology of CNY,Physicians & Surgeons,www.hoacny.com,Mr. Rob Hack - (315) 671-2241,5112 W. Taft Rd.
HealtheConnections,Health Care Services,www.highland.care,Ms. Tammy Wood - (315) 468-1926,"443 N. Franklin St., Ste. 001"
Hearing Aid Consultants of CNY,"Hearing Aids, Audiologists",www.hospicecny.org,Mr. Jeremy Klemanski - (315) 474-5506,"1011 W. Genesee St., Ste. 5"
"Helio Health, Inc.",Alcoholism Information...,www.fivestaruc.com,Ms. Maryann Roefaro - (315) 472-7504,555 E. Genesee St.
"Hematology-Oncology Associates Of Central New York, PC",Physicians & Surgeons,www.bracesandmore.com,Mr. Thomas M. Fairhurst - (315) 254-6287  ,"5008 Brittonfield Pkwy., Ste. 700"
Highland Patient Transport,Medical Transportation,www.kwreagles.com,Mr. William Pfohl - (315) 634-1100,725 Erie Blvd. W.
Hospice of Central New York,Hospice,www.dentistsyracuse.com,Ms. Shauna Kottage - (315) 478-1977,990 7th North St.
"Industrial Medical Associates, P.C.",Health Care Services,www.kellyschoice.org,"Dr. Joseph  A. Catania, DDS - (315) 446-3360",961 Canal St.
"Joseph A. Catania, DDS, PC","Dentists, Orthodontists",www.kinneydrugs.com,"Mr. Kenneth  W. Reagles, Ph.D. - (315) 471-6944",7000 E. Genesee St.
K.W. Reagles & Associates,Rehabilitation Services,www.kinneydrugs.com,"Dr. Karen  E. Lawitts, DDS, PC - (315) 492-8138",Bridgewater Place
"Karen E. Lawitts, DDS",Dentists,www.liberty-resources.org,Ms. Kelly Springer - (315) 730-4459,"Nancy Yeates, DDS"
"Kelly's Choice, LLC",Health & Wellness,www.loretto-cny.org,Ms. Judith Cowden - (315) 451-2873,14 State St.
"Kinney Drugs, Inc.",Pharmacies Headquarters,www.DrMalara.com,Ms. Bridget Hart - (315) 451-2873,"6333 State Rt. 298, Ste. 305"
KPH Healthcare Services,Pharmacies Headquarters,www.medanswering.com,Mr. Carl  M. Coyle - (315) 425-1004,"6333 State Rt. 298, Ste. 305"
"Liberty Resources, Inc.","Counseling Services, Health Care Services, Mental Health Services",www.trainmetabolic.com,Ms. Kimberly M. Townsend - (315) 413-3279,1045 James St.
Loretto,Adult Care Facilities,www.molinahealthcare.com/en-US/Pages/home.aspx,"Dr. Richard  C. Malara, O.D. - (315) 622-3500",700 E. Brighton Ave.
Malara Eyecare & Eyewear Gallery,Optometrists,www.morningstarcares.com,Mr. Russ Maxwell - (315) 701-7551,8395 Oswego Rd.
MAS,Medical Services,www.multimedbilling.com,Ms. Kirstie Harris - (518) 860-9299,PO Box 12000
"Metabolic, LLC","Health & Wellness, Health Clubs",www.nascentiahealth.org,"Ms. Colleen Schmidt, BSN, MBA, CHIE - (315) 233-7104",7608 Oswego Rd.
Molina Healthcare of New York,Health Care Services,www.nurseconnectionstaffing.com,Ms. Kim Chetney - (315) 342-4790,5232 Witz Dr.
"Morningstar Care Center, Inc.",Adult Care Facilities,www.oswegohealth.org,Mr. Bill Long - (315) 635-1789,17 Sunrise Dr.
"MultiMed Billing Service, Inc.",Medical Management & B...,www.oswegohealth.org/services/home-care,"Ms. Kate Rolf, MBA, CHCE, FACHE - (315) 477-HOME",PO Box 535
"Nascentia Health, Inc.",Home Care Agencies,www.physiciancarepc.org,Mr. Charles Harkola - (315) 530-3680,1050 W. Genesee St.
"Nurse Connection Staffing, Inc.","Employment Agencies, Health Care Services",www.preventionnetworkcny.org,Mr. Michael Harlovic - (315) 349-5511,"1035 7th North St., Ste. F"
Oswego Health,Hospitals,www.rsmmd.com,"Ms. Carrie Butler, RN - (315) 598-1544",110 W. Sixth St.
Oswego Health Home Care ,Health and/or Personal Car...,www.rehabresources.org,Mr. Christopher Mitchell - (315) 349-5633,"113 Schuyler St., Ste. 3"
"Physician Care, PC",Physicians & Surgeons,www.sosbones.com,Ms. Beth Hurny - (315) 471-1359,110 W. Sixth St.
Prevention Network/OCAA,"Alcoholism Information..., Educational Organizations..., Human Services Organizatio...",www.sosbones.com,Dr. Renee Melfi - (315) 701-4000,906 Spencer St.
Regenerative Spine & Musculoskeletal Medicine,Health Care Services,www.sosbones.com,Mr. Ed Alberts - (315) 342-9575,3400 Vickery Rd.
Rehab Resources,Health and/or Personal Car...,www.sosbones.com,Ms. Slavka  L. Rydelek - (315) 433-9900,159 W. 1st St.
Salt City Taxi & Transport Inc.,Medical Transportation,www.sosbones.com,(315) 418-4042,228 S. Center St.
SOS Orthopedic & Physical Therapy,Physical Therapists,www.sosbones.com,(315) 635-0400,Heritage Commons
SOS Orthopedic & Sports Therapy,Physical Therapists,www.sjhsyr.org,(315) 418-4000,8276 Willett Pkwy. #100
SOS Orthopedic & Sports Therapy,Physical Therapists,www.sjphysicians.org,(315) 449-1301,5823 Widewaters Pkwy.
SOS Orthopedic & Sports Therapy,Physical Therapists,www.sjphysicians.org,(315) 418-4043,5719 Widewaters Pkwy.
SOS Orthopedic & Sports Therapy,Physical Therapists,www.sjphysicians.org,(315) 469-5990,"5417 W. Genesee St., Ste. 2"
SOS Orthopedic & Sports Therapy,Physical Therapists,www.sjphysicians.org,Mr. Leslie Paul Luke - (315) 448-5111,4994 W. Seneca Tnpk.
St. Joseph's Health,"Hospitals, Mental Health Services",www.stafkingshealthcaresystems.com,Ms. Betsy Bedigian - (315) 452-2828,301 Prospect Ave.
St. Joseph's Physicians Family Medicine,Physicians & Surgeons,www.steri-pharma.com,Ms. Betsy Bedigian - (315) 637-7878,North Medical Center
St. Joseph's Physicians Family Medicine,Physicians & Surgeons,www.upstate.edu,Ms. Betsy Bedigian - (315) 452-2333,Northeast Medical Center
St. Joseph's Physicians Urgent care,Emergency Medical Services,www.schcny.com,Ms. Betsy Bedigian - (315) 637-7800,North Medical Center
St. Joseph's Physicians Urgent Care,Emergency Medical Services,www.sosbones.com,Ms. Fathom McConnell - (315) 432-5636,Northeast Medical Center
Stafkings Healthcare Systems,Health Care Services,www.sosbones.com,Mr. Andrew Mather - (315) 473-7180,417 Electronics Pkwy.
Steri-Pharma,Pharmaceutical Products-Mf...,www.sosbones.com,"Dr. Danielle Laraque-Arena, MD - (315) 464-4513",429 S. West St.
SUNY Upstate Medical University,"Hospitals, Schools Medical",www.sosbones.com,Mr. Mark Hall - (315) 476-7921,"750 E. Adams St., Room 208"
"Syracuse Community Health Center, Inc.",Health Care Services,www.sosbones.com,Dr. Brett Greenky - (315) 418-4128,819 S. Salina St.
Syracuse Orthopedic Specialists,Physicians & Surgeons...,www.sosbones.com,Dr. Brett Greenky - (315) 452-2120,8324 Oswego Rd.
"Syracuse Orthopedic Specialists, PC",Physicians & Surgeons...,www.sosbones.com,Dr. Brett Greenky - (315) 251-3100,North Medical Center
"Syracuse Orthopedic Specialists, PC",Physicians & Surgeons...,www.sosbones.com,Dr. Brett Greenky - (315) 698-7740,Heritage Commons
"Syracuse Orthopedic Specialists, PC",Physicians & Surgeons...,www.sosbones.com,Dr. Brett Greenky - (315) 251-3100,"5586 Legionnaire Dr., Ste. 3"
"Syracuse Orthopedic Specialists, PC",Physicians & Surgeons...,www.sosbones.com,Dr. Brett Greenky - (315) 883-4915,Clay Medical Center
"Syracuse Orthopedic Specialists, PC",Physicians & Surgeons...,www.sosbones.com,Mr. Michael Humphrey - (315) 251-3100,Radisson Health Center
"Syracuse Orthopedic Specialists, PC",Physicians & Surgeons...,www.syracuseprostheticcenter.com,Dr. Brett Greenky - (315) 251-3100,5824 Widewaters Pkwy.
"Syracuse Orthopedic Specialists, PC",Physicians & Surgeons...,www.st-camillus.org,Dr. Brett Greenky - (315) 487-4876,5719 Widewaters Pkwy.
"Syracuse Orthopedic Specialists, PC",Physicians & Surgeons...,www.thegardensbymorningstar.com,Dr. Brett Greenky - (315) 492-3636,"5700 W. Genesee St., Ste. 112"
"Syracuse Orthopedic Specialists, PC",Physicians & Surgeons...,www.thehearth.net,Dr. Brett Greenky - (315) 329-7600,5000 W. Seneca Tnpk.
"Syracuse Orthopedic Specialists, PC",Physicians & Surgeons...,www.oswegohealth.org,Ms. Sheila Harrington - (315) 476-9697,Northeast Medical Center
Syracuse Prosthetic Center,Prosthetic & Orthotic...,www.trucareny.com,Ms. Aileen Balitz - (315) 488-2951,1124 E. Fayette St.
The Centers at St. Camillus,"Health Care Services, Rehabilitation Services, Home Care Agencies, Physical Therapists",www.tullyhill.com,Mr. Atom Avery - (315) 343-0880,813 Fay Rd.
The Gardens By Morningstar,Adult Care Facilities,www.upstateorthopedics.com,Ms. Kelly Kiggins - (315) 422-2173,132 Ellen St.
The Hearth on James,Adult Care Facilities,www.upstate.edu/community,Mr. Jason Santiago - (315) 349-5300,830 James St.
The Manor at Seneca Hill,Adult Care Facilities,www.wegmans.com,Mr. Jay Subedi - (585) 444-5834,20 Manor Dr.
"TruCare Connections, Inc.",Home Care Agencies,www.wegmans.com,Ms. Cathy Palm - (315) 696-6114,710 Kirkpatrick St.
Tully Hill Corporation,Alcoholism Information...,www.wegmans.com,Ms. Lisa DaRin - (315) 464-4472,5821 Rt. 80
"Upstate Orthopedics, LLP",Physicians & Surgeons...,www.wegmans.com,Ms. Nancy Daoust - (315) 492-5011,6620 Fly Rd Suite 100
Upstate University Hospital at Community General,Hospitals,www.wegmans.com,Mr. Joe Murabito - (315) 841-4156,4900 Broad Rd.
Waterville Residential Care Center,Adult Care Facilities,www.wegmans.com,Store Number - (315) 701-3200,220 Tower St.
Wegmans Food and Pharmacy,"Grocers, Pharmacies",www.wegmans.com,Ms. Evelyn Ingram - (315) 546-1100,4979 W. Taft Rd.
Wegmans Food and Pharmacy,"Grocers, Pharmacies",www.wegmans.com,Store Number - (315) 546-1200,7519 Oswego Rd.
Wegmans Food and Pharmacy,"Grocers, Pharmacies",www.wegmans.com,Store Number - (315) 698-6700,7519 Oswego Rd.
Wegmans Food and Pharmacy,"Grocers, Pharmacies",www.wellnow.com,Store Number - (315) 622-4632,7952 Rt. 11
Wegmans Food and Pharmacy,"Grocers, Pharmacies",www.wellnow.com,Store Number - (315) 437-1534,3995 Rt. 31
Wegmans Food and Pharmacy,"Grocers, Pharmacies",www.wellnow.com,Store Number - (315) 487-1581,4256 James St.
Wegmans Food and Pharmacy,"Grocers, Pharmacies",www.wellnow.com,Store Number - (315) 478-3313,3325 W. Genesee St.
Wegmans Food and Pharmacy,"Grocers, Pharmacies",www.wellnow.com,Store Number - (315) 446-1180,4722 Onondaga Blvd.
Wegmans Food and Pharmacy,"Grocers, Pharmacies",www.wellnow.com,Ms. Phuong Trinh - (315) 291-0064,6789 E. Genesee St.
WellNow Urgent Care ,Health Care Services,www.weststreetwellness.com,Ms. Tricia Cleveland - (315) 350-3305,7375 Oswego Rd.
WellNow Urgent Care ,Health Care Services,www.drgrabermd.com,Ms. Kelley Braman - (315) 937-2007,8003 Rt. 11
WellNow Urgent Care,Health Care Services,www.drgrabermd.com,Ms. Tiffany Anderson - (315) 350-3305,6227 Thompson Rd.
WellNow Urgent Care,Health Care Services,www.wilsondentalny.com,Ms. Jenevieve Nguygen - (315) 350-3305,3504 W. Genesee St.
WellNow Urgent Care ,Health Care Services,Board of Directors,Ms. Amanda Putnam - (315) 207-7391,6870 E. Genesee St.
WellNow Urgent Care,Health and/or Personal Car...,Staff Directory,Mr. Stephen F. Case - (315) 396-0493,200 E. 1st St.
"West Street Wellness, LLC",Health & Wellness,Partners & Programs,Ms. Theresa Sullivan - (315) 477-4740,219 S. West St.
"William A. Graber, M.D., P.C./Weight Loss Surgery",Physicians & Surgeons,Careers,Ms. Theresa Sullivan - (877) 269-0355,Medical Office Centre
"William A. Graber, M.D., P.C./Weight Loss Surgery",Physicians & Surgeons,Contact,Mike Wilson - (315) 423-9900,"125 Business Park Dr., Ste. 150"
Wilson Dental PC,Dentists,Business & Economic Development,Mr. Vincent Durante - (201) 261-7333,224 S. Geddes St.
