name,tags,website,namephno,add
Hunt Real Estate ERA,Real Estate,www.kassonplace.com,Ms. Mary Rouse - (315) 682-7197,7650 Highbridge Rd. #210
"Hyde-Stone Mechanical Contractors, Inc.",Mechanical Contractors,www.keplingerfreeman.com,Tammy Parisian - (866) 401-9053,8124A Brewerton Rd.
"Irish-Millar Construction, Inc.","Contractors Design & B..., Construction Commercial..., Contractors General",www.kingsgatewest.com ,Mr. Matthew Irish and Mr. John Millar - (315) 492-8564,140 Intrepid Ln.
JF Real Estate Paul Myles,Real Estate Commercial,www.kirnan.com,Mr. Paul Myles - (315) 472-2020,"2 Clinton Square, Ste. 120"
JPW Companies,"Cranes Rental & Leasin..., Steel Fabricators",www.kitchenexp.com,Mr. Dave Schwalm - (315) 432-1111,6376 Thompson Rd.
"JSK Outdoor Enterprises, Inc.",Construction General,www.lechase.com,Mr. Doug Henry - (315) 320-4337,PO Box 502
K. Meyer Landscaping,Landscape Contractors,www.maxianhorst.com,Mr. Karl Meyer - (315) 699-8606,6237 Gulfstream Path
Kasson Place,Apartments,www.mqb.com,Ms. Jennifer Esterley - (315) 579-2084,"615 James St., Ste. 103"
Keplinger Freeman Associates,Landscape Architects,www.modernkitchens.com,Mr. Edward  G. Keplinger - (315) 445-7980,"6320 Fly Rd., Ste. 109"
Kings Gate West Apartments,Apartments,www.murnanebuilding.com,Ms. Cheryl Hevier - (315) 487-9400,8 Kings Ct.
"Kirnan Real Estate, Inc.",Real Estate,www.neis.cc,"Ms. Sandra Kirnan, CRB,CRS - (315) 457-3356",300 Old Liverpool Rd.
"Kitchen Express, Inc.",Kitchen Cabinets & Equ...,www.northeastnaturalhomes.com,Ms. Bonnie Marvin - (315) 476-3244,429 Hiawatha Blvd. E.
"LeChase Construction Services, LLC","Contractors General, Construction Management",www.oconnellelectric.com,Mr. Patrick Griffin - (315) 423-0015,609 Erie Blvd. W.
"Maxian + Horst Landscape Architecture, WBE",Landscape Architects,www.olivaco.com,Ms. Terry Horst - (315) 472-2461,306 Hawley Ave.
McQuade & Bannigan,Construction Equipment...,www.onondagacommons.com,Mr. Timothy Bannigan - (315) 671-4400,6300 E. Molloy Rd.
"Modern Kitchens of Syracuse Div. of MKS Industries, Inc.",Kitchen Cabinets & Equ...,www.onsitecos.com,David Pappert - (315) 437-1511,5801 Court Street Rd.
Murnane Building Contractors,Contractors General,www.oswegorentalproperies.com,Mr. Michael Cowden - (315) 432-0490,6728 Myers Rd.
"Northeast Interior Systems, Inc.",Construction Specialties,www.paulusdevco.com,Mr. Jonathan Last - (315) 622-3121,7701 Maltlage Dr.
"Northeast Natural Homes, Inc./Northeast Green Building Consulting LLC",Home Builders Custom,www.paviarealestate.com,Mr. Kevin Stack - (315) 478-6016,"5110 Velasko Rd., Ste. 2000"
O'Connell Electric Co.,"Electrical Contractors, Communication, Electrical Testing",www.paviarealestate.com,Mr. Donald Coon - (315) 437-1453,7001 Performance Dr.
Oliva Companies,"Real Estate Development..., Real Estate Commercial, Construction General",www.pemcogroup.com,Mr. Anthony  S. Oliva - (315) 463-8684,PO Box 400
Onondaga Commons LLC,Property Management &...,www.pioneercos.com,Mr. Martin  A. Yenawine - (315) 491-4877,484 W. Onondaga St.
OnSite Companies,"Contractors General, Property Maintenance",www.protradeus.com ,Mr. Brian Walters - (315) 451-8500,5 Lumber Way
Oswego Rental Properties,"Real Estate, Rental and/or...",www.propertyrestoration.com,Mr. Anthony Pauldine - (315) 593-9872,190 5th Ave.
"Paramount Realty Group, LLC",Real Estate Development...,www.qpkdesign.com,"Mr. Robert Doucette, Esq. - (315) 422-5381","108 W. Jefferson St., Ste. 504"
"Partnership Properties, Inc.",Property Management &...,www.ravproperties.com,Mr. Anthony Fiorito - (315) 295-0125,The Atrium Bldg.
Paulus Development Co.,Real Estate Development...,www.rhsholdingsllc.com,Mr. Matthew Paulus - (315) 416-9566,225 Wilkinson St.
Pavia Real Estate Services,"Real Estate, Real Estate Brokers",www.richandgardner.com,Ms. Carole Iseneker - (315) 736-1555,151 Northern Concourse
Pavia Real Estate Services,"Real Estate, Real Estate Brokers",www.romatileny.com,Mr. Dominic Pavia - (315) 736-1555,5 Oxford Rd.
"Pemco Group, Inc.",Real Estate Commercial,www.roto-rooter-syracuse.com,Mr. Peter E. Muserlian - (315) 476-1273,PO Box 6483
Pioneer Companies,Real Estate Development...,www.taurusdev.com,Mr. Michael  P. Falcone - (315) 471-2181,"333 W. Washington St., Ste. 600"
"Professional Tradesmen, Inc.",Electrical Contractors,www.servpronorthonondagacounty.com,Ms. Shannon O'Connor - (315) 692-8067,"235 Harrison St., MD 21"
"Property Restoration, Inc.","Fire & Water Damage Re..., Disaster Restoration, Mold Inspection & Reme...",www.shermanconstructioninc.com,Mr. Art Diamond - (315) 454-0518,6194 Thompson Rd. #B
"QPK Design, LLP","Architects, Landscape Architects, Interior Designers, Engineers Structural, Engineers Geotechnical",www.driversvillage.com,Ms. Eugenia Brieva - (315) 472-7806,"450 S. Salina St., Rm. 500"
"R.F. Esposito, Inc.",Construction General,www.susanli.com,Mr. Luke Esposito - (315) 445-1920,235 E. Water St.
"RAV Properties, LLC",Real Estate Development...,www.suttoncos.com,Mr. Robert Lieberman - (315) 403-9000,6361 Thompson Rd.
"Reeve Garage Builders, Inc.",Contractors General,www.synapsellc.com,Mr. Kevin Smallman - (315) 695-7088,89 Hoag Rd.
"RHS Holdings, LLC",Real Estate Development...,www.syrtime.com,"Mr. Richard  H. Sykes, Jr. - (315) 442-5947","202 Walton St., Ste. 204"
"Rich & Gardner Construction Co., Inc.","Buildings Metal, Construction Management, Construction Commercial..., Contractors Design & B..., Contractors General",www.the505onwalnut.com,Mr. Daniel Gardner - (315) 474-1900,206 Plum St.
"Roma Tile Co., Inc.","Tile-Ceramic-Dealers, Granite, Counter Tops",www.haynerhoyt.com,Mr. Nick Romagno - (315) 471-7856,306 Wolf St.
Roto-Rooter Service/Bauer Plumbing,Plumbing Contractors,www.thewhitneylofts.com,Mr. Mark  D. Armstrong - (315) 475-4444,1911 S. Salina St.
"S&L Specialty Contracting, Inc.",Property Management &...,www.thompsonandjohnson.com,Mr. Jim Leana - (315) 478-9746,315 S. Franklin St.
Salina 1st LLC,Real Estate Development...,www.thejmgroupllc.com,"Ms. Gail Montplaisir LEED AP, PMP - (202) 462-4904 ",1341 H Street NE
Servpro of N&E Onondaga & of Oswego County,"Disaster Restoration, Fire & Water Damage Re..., Carpet Cleaning, Duct Cleaning, Mold Inspection & Reme...",www.turnerconstruction.com,(315) 457-3432,6800 Northern Blvd.
Shady Brook Plaza,Real Estate Leasing,www.twoplusfour.com,Ms. Natalie  A. Williams-Dardaris - (315) 492-0631,4800 McDonald Rd.
Sherman Construction Inc.,Construction Commercial...,www.vcassociatesus.com,Mr. Jeff Sherman - (315) 433-1595,"7000 Airways Park Dr., Ste. D"
Shops at Driver's Village,Property Management &...,www.vanderhoofroofing.com,Mrs. Terry Formica - (315) 458-7566,Driver's Village
Steelway Realty,Real Estate,www.vipstructures.com,Mr. Eliot Litoff - (972) 380-8933,"4851 Keller Springs Rd., Ste. 222"
Susan Li/Coldwell Banker Prime Properties,Real Estate,www.vipstructures.com,Ms. Susan Li - (315) 671-3550,6800 E. Genesee St.
"Sutton Real Estate Company, LLC",Real Estate Commercial,www.westlakedev.com,"Mr. Louis  G. Fournier, III - (315) 424-1111","525 Plum St., Ste. 100"
"Synapse Services, LLC","Insurance, Risk Management, Environmental Consultants, Real Estate Consultants",www.whelancurry.com,Mr. Brian Macrae - (315) 475-3700,360 Erie Blvd. E.
Syracuse Housing Authority,Real Estate Development...,www.whitacreengineering.com,Mr. William J. Simmons - (315) 475-6181,516 Burt St.
Syracuse Signal Systems,Electrical Contractors,www.widewaters.com,Mr. Scott Strachan - (315) 426-8712,410 Marcellus St.
"Syracuse Time & Alarm Co., Inc.","Security Systems Services..., Fire Alarm Systems",www.woodbinegroup.com,Mr. John R. Urciuoli - (315) 433-1234,2201 Burnet Ave.
The 505 on Walnut,Real Estate,www.woodcockandarmani.com,Ms. Marybeth Riscica - (315) 475-5050,505 Walnut Ave.
"The Edgewater Company, LLC",Real Estate Development...,www.zausmerfrisch.com,Mr. Thomas  R. Kennedy - (315) 471-4420,"225 Greenfield Pkwy., Ste. 202"
The Galleries of Syracuse,Real Estate Commercial,Board of Directors,Mr. Steve Webster - (315) 475-5351,441 S. Salina St.
The Hayner Hoyt Corp.,"Construction Management, Construction Design &..., Contractors General",Staff Directory,Mr. Jeremy Thurston - (315) 455-5941,625 Erie Blvd. W.
The Whitney Lofts,Apartments,Partners & Programs,Ms. Lauren DiMarco - (315) 532-4678,321 S. Salina St.
"Thompson & Johnson Equipment Co., Inc.","Material Handling Equipmen..., Construction Equipment..., Forklifts, Rental Services",Careers,Mr. David  K. Schneckenburger - (315) 437-2881,6926 Fly Rd.
"TJMG Properties,LLC",Real Estate Development...,Contact,Mr. Keith M. Jones - (315) 299-4277,209 Second St.
Turner Construction Company,Construction Management,Business & Economic Development,Mr. Chris Gray - (315) 701-3047,"500 Plum St., Ste. 101"
Two Plus Four Companies,"Real Estate, Construction",Innovation & Entrepreneurship,Mr. David Kimmel - (315) 437-1808,6737 Myers Rd.
V.C. Associates,"Construction Management, Construction General",Economic Inclusion,Mr. Michael Villa - (315) 478-9620,PO Box 978
"Van Derhoof Roofing Co., Inc.",Roofing Contractors,"Research, Policy & Planning",Mr. Chip Van Derhoof - (315) 475-9541,145 Ainsley Dr.
VIP Architectural Associates,"Architects, Construction Management",Start Your Business,"Ms. Katherine Hoeft, AIA - (315) 471-5338",One Webster's Landing
VIP Structures,"Construction Design &..., Construction Commercial..., Architects, Real Estate Development..., Construction Management",Grow Your Business,Ms. Meghan S.N. Tidd - (315) 471-5338,One Webster's Landing
Westlake Development,"Real Estate Commercial, Construction Management, Real Estate Development..., Contractors General",Bring Your Business Here,Ms. Erannan Shattuck - (315) 471-5462,6296 Fly Rd.
"Whelan & Curry Construction Services, Inc.","Buildings Metal, Construction Management, Construction Commercial..., Contractors Design & B..., Contractors General",Make Connections,Mr. Christopher Corfield - (315) 423-4524,4103 New Court Ave.
Whitacre Engineering Company,Concrete Reinforcing Steel,Increase Your Visibility,Mr. Samuel Conley - (315) 622-1075,4522 Wetzel Rd.
"Widewaters Group, Inc.","Hotels & Motels, Real Estate Development..., Construction Management",Save More,Mr. Joseph  R. Scuderi - (315) 445-2424,5786 Widewaters Pkwy.
"Woodbine Group, Inc.",Real Estate Development...,Learn & Lead,Mr. Norman Swanson - (315) 471-7400,505 E. Fayette St.
Woodcock & Armani,"Heating Ventilating &..., Air Conditioning Contracto..., Plumbing Contractors",Strengthen The Region,Mr. Jerry  C. Koenig - (315) 475-0392,6500 New Venture Gear Dr.
"Zausmer-Frisch, Scruton & Aggarwal",Contractors Design & B...,Advocate For Business,Mr. Garson Zausmer - (315) 475-8404,219 Burnet Ave.
